what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.equinox.http.jetty,3.0.200.v20131021-1843,"org.eclipse.equinox.http.jetty",1429837631184
stopped,bundle,org.eclipse.m2e.discovery,1.5.1.20150109-1820,"org.eclipse.m2e.discovery",1429837631186
stopped,bundle,org.eclipse.m2e.editor,1.5.1.20150109-1820,"org.eclipse.m2e.editor",1429837631186
stopped,bundle,org.eclipse.m2e.editor.xml,1.5.1.20150109-1820,"org.eclipse.m2e.editor.xml",1429837631186
stopped,bundle,org.eclipse.m2e.wtp.jaxrs,1.1.0.20140611-1646,"org.eclipse.m2e.wtp.jaxrs",1429837631186
stopped,bundle,org.eclipse.m2e.wtp.jpa,1.1.0.e43-20140611-1648,"org.eclipse.m2e.wtp.jpa",1429837631186
stopped,bundle,org.eclipse.m2e.wtp.jsf,1.1.0.20140611-1646,"org.eclipse.m2e.wtp.jsf",1429837631187
stopped,bundle,org.eclipse.m2e.wtp,1.1.0.20140611-1646,"org.eclipse.m2e.wtp",1429837631187
stopped,bundle,org.eclipse.m2e.jdt,1.5.1.20150109-1820,"org.eclipse.m2e.jdt",1429837631187
stopped,bundle,org.eclipse.m2e.launching,1.5.1.20150109-1820,"org.eclipse.m2e.launching",1429837631187
stopped,bundle,org.eclipse.m2e.profiles.ui,1.5.1.20150109-1820,"org.eclipse.m2e.profiles.ui",1429837631187
stopped,bundle,org.eclipse.m2e.refactoring,1.5.1.20150109-1820,"org.eclipse.m2e.refactoring",1429837631187
stopped,bundle,org.eclipse.m2e.profiles.core,1.5.1.20150109-1820,"org.eclipse.m2e.profiles.core",1429837631187
